HP1293_IgG,recA_IgG,HP1124_IgG,HP0953_IgG,H. Pylori11_IgG,HP0334_IgA,HP0229_IgA,BFRF3_IgA,htpG_IgG,HP0496_IgA,HP1172_IgG,flgL_IgG,HP1542_IgA,HP1379_IgG,HP0485_IgG,HP0898_IgA,HP1233_IgG,amiF_IgG,HP0184_IgG,Streptococcus_gallolyticus29_IgA,H. Pylori2_IgA,HP1029_IgA,tig_IgG,HP1455_IgA,fliS_IgA,TRIB1_cGST_IgG,HP0480_IgG,HP0620_IgG,HP1065_IgA,HP1287_IgA
HP1293_IgG,recA_IgG,HP1124_IgG,HP0953_IgG,BFRF3_IgA,HP0229_IgA,htpG_IgG,HP0334_IgA,HP1172_IgG,flgL_IgG,HP1542_IgA,HP1379_IgG,HP0485_IgG,HP0496_IgA,HP1233_IgG,amiF_IgG,HP0184_IgG,H. Pylori11_IgG,Streptococcus_gallolyticus29_IgA,H. Pylori2_IgA,HP1029_IgA,tig_IgG,HP1455_IgA,fliS_IgA,HP1245_IgG,TRIB1_cGST_IgG,HP0273_IgA,HP0898_IgA,HP0480_IgG,HP0620_IgG
HP1293_IgG,recA_IgG,HP1124_IgG,HP0953_IgG,HP0334_IgA,HP0229_IgA,BFRF3_IgA,htpG_IgG,HP0496_IgA,HP1172_IgG,flgL_IgG,HP1542_IgA,HP1379_IgG,H. Pylori2_IgA,HP1029_IgA,HP0485_IgG,HP0898_IgA,HP1233_IgG,HP1065_IgA,amiF_IgG,HP0184_IgG,H. Pylori11_IgG,Streptococcus_gallolyticus29_IgA,tig_IgG,HP1455_IgA,fliS_IgA,HP1245_IgG,TRIB1_cGST_IgG,HP0273_IgA,HP0480_IgG
HP1293_IgG,recA_IgG,HP1124_IgG,HP0953_IgG,HP0229_IgA,BFRF3_IgA,htpG_IgG,HP0334_IgA,HP1172_IgG,flgL_IgG,HP0779_IgG,HP1379_IgG,HP0485_IgG,HP0496_IgA,HP1233_IgG,amiF_IgG,HP0184_IgG,H. Pylori11_IgG,Streptococcus_gallolyticus29_IgA,H. Pylori2_IgA,HP1029_IgA,tig_IgG,HP1542_IgA,HP1455_IgA,fliS_IgA,HP0898_IgA,HP0480_IgG,HP0620_IgG,HP1065_IgA,LF2_IgG
HP1293_IgG,HP1124_IgG,recA_IgG,HP0953_IgG,BFRF3_IgA,HP0334_IgA,HP0229_IgA,htpG_IgG,HP0496_IgA,HP1172_IgG,flgL_IgG,HP1542_IgA,HP1379_IgG,HP1029_IgA,HP0485_IgG,dnaK_IgG,HP0898_IgA,HP1233_IgG,HP1065_IgA,amiF_IgG,HP0184_IgG,H. Pylori11_IgG,Streptococcus_gallolyticus29_IgA,H. Pylori2_IgA,tig_IgG,HP1455_IgA,fliS_IgA,HP1245_IgG,TRIB1_cGST_IgG,HP0273_IgA
HP1293_IgG,recA_IgG,HP1124_IgG,HP0953_IgG,amiF_IgG,BFRF3_IgA,HP0334_IgA,HP0229_IgA,htpG_IgG,HP0496_IgA,HP1172_IgG,flgL_IgG,HP1542_IgA,HP1379_IgG,H. Pylori2_IgA,HP1029_IgA,HP0485_IgG,dnaK_IgG,HP0898_IgA,HP1233_IgG,HP1065_IgA,HP0184_IgG,H. Pylori11_IgG,Streptococcus_gallolyticus29_IgA,tig_IgG,HP1455_IgA,fliS_IgA,HP1245_IgG,TRIB1_cGST_IgG,HP0480_IgG
HP1293_IgG,recA_IgG,HP1124_IgG,HP0953_IgG,HP0229_IgA,BFRF3_IgA,htpG_IgG,HP0496_IgA,HP0334_IgA,HP1172_IgG,flgL_IgG,HP1542_IgA,HP1379_IgG,HP0377_IgG,H. Pylori2_IgA,HP1029_IgA,HP0485_IgG,HP0898_IgA,HP1233_IgG,HP1065_IgA,amiF_IgG,HP0184_IgG,H. Pylori11_IgG,Streptococcus_gallolyticus29_IgA,tig_IgG,HP1455_IgA,fliS_IgA,HP1245_IgG,TRIB1_cGST_IgG,HP0273_IgA
HP1293_IgG,recA_IgG,HP1124_IgG,HP0953_IgG,HP0334_IgA,HP0229_IgA,BFRF3_IgA,htpG_IgG,HP0496_IgA,HP1172_IgG,flgL_IgG,HP1542_IgA,HP1379_IgG,H. Pylori2_IgA,HP1029_IgA,HP0485_IgG,HP1233_IgG,HP1065_IgA,amiF_IgG,HP0184_IgG,H. Pylori11_IgG,Streptococcus_gallolyticus29_IgA,tig_IgG,HP1455_IgA,fliS_IgA,HP1245_IgG,TRIB1_cGST_IgG,HP0273_IgA,HP0898_IgA,HP0480_IgG
HP1293_IgG,recA_IgG,HP1124_IgG,HP1379_IgG,HP0953_IgG,BFRF3_IgA,HP0334_IgA,HP0229_IgA,htpG_IgG,HP0496_IgA,HP1172_IgG,flgL_IgG,HP1542_IgA,HP0779_IgG,HP0373_IgG,HP1029_IgA,HP0485_IgG,HP1233_IgG,amiF_IgG,HP0184_IgG,H. Pylori11_IgG,Streptococcus_gallolyticus29_IgA,H. Pylori2_IgA,tig_IgG,HP1455_IgA,fliS_IgA,HP1245_IgG,TRIB1_cGST_IgG,HP0273_IgA,HP0898_IgA
HP1293_IgG,recA_IgG,HP1124_IgG,HP0953_IgG,HP1172_IgG,BFRF3_IgA,HP0334_IgA,HP0229_IgA,htpG_IgG,HP0496_IgA,flgL_IgG,HP1542_IgA,HP1379_IgG,H. Pylori2_IgA,HP1029_IgA,HP0485_IgG,HP0898_IgA,HP1065_IgA,amiF_IgG,HP0184_IgG,H. Pylori11_IgG,Streptococcus_gallolyticus29_IgA,tig_IgG,HP1455_IgA,fliS_IgA,HP1245_IgG,TRIB1_cGST_IgG,HP0273_IgA,HP0480_IgG,HP0620_IgG
HP1293_IgG,recA_IgG,HP1124_IgG,HP1379_IgG,HP0953_IgG,HP0334_IgA,HP0229_IgA,BFRF3_IgA,htpG_IgG,HP0496_IgA,HP1172_IgG,flgL_IgG,HP1542_IgA,HP0779_IgG,H. Pylori2_IgA,HP1029_IgA,HP0485_IgG,HP0898_IgA,HP1065_IgA,amiF_IgG,HP0184_IgG,H. Pylori11_IgG,Streptococcus_gallolyticus29_IgA,tig_IgG,HP1455_IgA,fliS_IgA,TRIB1_cGST_IgG,HP0273_IgA,PPP1R13L_cGST_IgA,HP0480_IgG
HP1293_IgG,recA_IgG,HP1124_IgG,HP0953_IgG,BFRF3_IgA,HP0229_IgA,htpG_IgG,HP0334_IgA,HP1172_IgG,flgL_IgG,HP1542_IgA,HP1379_IgG,HP0485_IgG,HP0898_IgA,HP0496_IgA,HP1233_IgG,amiF_IgG,HP0184_IgG,H. Pylori11_IgG,Streptococcus_gallolyticus29_IgA,H. Pylori2_IgA,HP1029_IgA,tig_IgG,fliS_IgA,HP1245_IgG,TRIB1_cGST_IgG,HP0273_IgA,HP0480_IgG,HP0620_IgG,HP0386_IgA
recA_IgG,HP1293_IgG,HP1124_IgG,HP0953_IgG,BFRF3_IgA,HP0229_IgA,tig_IgG,htpG_IgG,HP0334_IgA,HP1172_IgG,flgL_IgG,HP1379_IgG,HP0485_IgG,dnaK_IgG,HP0496_IgA,amiF_IgG,HP0184_IgG,H. Pylori11_IgG,Streptococcus_gallolyticus29_IgA,H. Pylori2_IgA,HP1029_IgA,HP1542_IgA,fliS_IgA,HP1245_IgG,TRIB1_cGST_IgG,HP0898_IgA,HP0480_IgG,HP0620_IgG,HP1065_IgA,LF2_IgG
HP1293_IgG,recA_IgG,HP1124_IgG,HP0953_IgG,HP0334_IgA,HP0229_IgA,BFRF3_IgA,htpG_IgG,HP0496_IgA,HP1172_IgG,flgL_IgG,HP1542_IgA,HP1379_IgG,H. Pylori2_IgA,HP0485_IgG,HP0898_IgA,HP1233_IgG,HP1065_IgA,amiF_IgG,HP0184_IgG,H. Pylori11_IgG,Streptococcus_gallolyticus29_IgA,HP1029_IgA,tig_IgG,HP1455_IgA,fliS_IgA,HP1245_IgG,TRIB1_cGST_IgG,HP0273_IgA,HP0480_IgG
HP1293_IgG,recA_IgG,HP1124_IgG,HP0953_IgG,HP0334_IgA,HP0229_IgA,BFRF3_IgA,htpG_IgG,HP0496_IgA,HP1172_IgG,flgL_IgG,HP1542_IgA,HP1379_IgG,H. Pylori2_IgA,HP0485_IgG,HP1233_IgG,HP1065_IgA,amiF_IgG,HP0184_IgG,H. Pylori11_IgG,Streptococcus_gallolyticus29_IgA,HP1029_IgA,tig_IgG,HP1455_IgA,fliS_IgA,HP1245_IgG,TRIB1_cGST_IgG,HP0273_IgA,HP0898_IgA,HP0480_IgG
HP1293_IgG,recA_IgG,HP1124_IgG,HP0953_IgG,HP0334_IgA,HP0229_IgA,tig_IgG,BFRF3_IgA,htpG_IgG,HP0496_IgA,HP1172_IgG,flgL_IgG,HP1542_IgA,HP1379_IgG,HP0377_IgG,H. Pylori2_IgA,HP1029_IgA,HP0485_IgG,dnaK_IgG,HP0898_IgA,HP1065_IgA,amiF_IgG,HP0184_IgG,H. Pylori11_IgG,Streptococcus_gallolyticus29_IgA,HP1455_IgA,fliS_IgA,HP1245_IgG,TRIB1_cGST_IgG,HP0273_IgA
HP1293_IgG,recA_IgG,HP1124_IgG,HP0953_IgG,HP1172_IgG,BFRF3_IgA,HP0334_IgA,HP0229_IgA,htpG_IgG,HP0496_IgA,flgL_IgG,HP1542_IgA,HP1379_IgG,HP0377_IgG,HP0373_IgG,H. Pylori2_IgA,HP0485_IgG,dnaK_IgG,HP0898_IgA,HP1233_IgG,HP1065_IgA,amiF_IgG,HP0184_IgG,H. Pylori11_IgG,Streptococcus_gallolyticus29_IgA,HP1029_IgA,tig_IgG,HP1455_IgA,fliS_IgA,HP1245_IgG
HP1293_IgG,recA_IgG,HP1124_IgG,HP0953_IgG,BFRF3_IgA,HP0229_IgA,htpG_IgG,HP0334_IgA,HP1172_IgG,flgL_IgG,HP1542_IgA,HP1379_IgG,HP0373_IgG,H. Pylori2_IgA,HP0485_IgG,dnaK_IgG,HP0898_IgA,HP0496_IgA,HP1233_IgG,HP1065_IgA,amiF_IgG,HP0104_IgG,HP0184_IgG,H. Pylori11_IgG,Streptococcus_gallolyticus29_IgA,HP1029_IgA,tig_IgG,HP1455_IgA,fliS_IgA,HP1245_IgG
HP1293_IgG,recA_IgG,HP1124_IgG,HP0953_IgG,flgL_IgG,BFRF3_IgA,HP0334_IgA,HP0229_IgA,htpG_IgG,HP0496_IgA,HP1172_IgG,HP1542_IgA,HP1379_IgG,H. Pylori2_IgA,HP1029_IgA,HP0485_IgG,HP0408_IgG,HP0898_IgA,HP1233_IgG,HP1065_IgA,HP1195_IgG,amiF_IgG,HP0184_IgG,H. Pylori11_IgG,Streptococcus_gallolyticus29_IgA,tig_IgG,HP1455_IgA,fliS_IgA,HP1245_IgG,TRIB1_cGST_IgG
HP1293_IgG,recA_IgG,HP1124_IgG,HP0953_IgG,HP0229_IgA,BFRF3_IgA,htpG_IgG,HP0334_IgA,HP1172_IgG,flgL_IgG,HP1379_IgG,H. Pylori2_IgA,HP1029_IgA,HP0485_IgG,HP0496_IgA,HP1233_IgG,amiF_IgG,HP0184_IgG,H. Pylori11_IgG,Streptococcus_gallolyticus29_IgA,tig_IgG,HP1542_IgA,HP1455_IgA,fliS_IgA,HP1245_IgG,TRIB1_cGST_IgG,HP0898_IgA,HP0480_IgG,HP0620_IgG,HP1065_IgA
HP1293_IgG,recA_IgG,HP1124_IgG,HP0953_IgG,HP0184_IgG,HP1172_IgG,HP0334_IgA,HP0229_IgA,BFRF3_IgA,htpG_IgG,HP0496_IgA,flgL_IgG,HP1542_IgA,HP1379_IgG,H. Pylori2_IgA,HP0485_IgG,H. Pylori10_IgG,dnaK_IgG,HP1065_IgA,amiF_IgG,HP0104_IgG,H. Pylori11_IgG,Streptococcus_gallolyticus29_IgA,HP1029_IgA,tig_IgG,HP1455_IgA,fliS_IgA,HP1245_IgG,TRIB1_cGST_IgG,HP0273_IgA
HP1293_IgG,HP1124_IgG,recA_IgG,HP0953_IgG,HP0334_IgA,HP0229_IgA,BFRF3_IgA,htpG_IgG,HP0496_IgA,HP1172_IgG,flgL_IgG,HP1542_IgA,HP1379_IgG,HP0377_IgG,H. Pylori2_IgA,HP0485_IgG,HP0398_IgG,HP0898_IgA,HP1065_IgA,amiF_IgG,HP0184_IgG,H. Pylori11_IgG,Streptococcus_gallolyticus29_IgA,HP1029_IgA,tig_IgG,HP1455_IgA,HP1245_IgG,TRIB1_cGST_IgG,HP0273_IgA,HP0480_IgG
HP1293_IgG,recA_IgG,HP1124_IgG,HP0953_IgG,HP0334_IgA,HP0229_IgA,BFRF3_IgA,htpG_IgG,HP0496_IgA,HP1172_IgG,flgL_IgG,HP1542_IgA,HP1379_IgG,HP0373_IgG,H. Pylori2_IgA,HP1029_IgA,HP0485_IgG,HP1233_IgG,HP1065_IgA,amiF_IgG,HP0184_IgG,H. Pylori11_IgG,Streptococcus_gallolyticus29_IgA,tig_IgG,HP1455_IgA,fliS_IgA,HP1245_IgG,TRIB1_cGST_IgG,HP0273_IgA,HP0898_IgA
HP1293_IgG,recA_IgG,HP1124_IgG,HP0953_IgG,HP0334_IgA,HP0229_IgA,BFRF3_IgA,htpG_IgG,HP0496_IgA,HP1172_IgG,flgL_IgG,HP1542_IgA,HP1379_IgG,H. Pylori2_IgA,HP1029_IgA,HP0485_IgG,HP0898_IgA,HP1233_IgG,HP1065_IgA,amiF_IgG,HP0184_IgG,H. Pylori11_IgG,Streptococcus_gallolyticus29_IgA,tig_IgG,HP1455_IgA,HP1245_IgG,TRIB1_cGST_IgG,HP0273_IgA,HP0480_IgG,HP0620_IgG
HP1293_IgG,recA_IgG,HP1124_IgG,HP0953_IgG,BFRF3_IgA,HP0334_IgA,HP0229_IgA,htpG_IgG,HP0496_IgA,HP1172_IgG,flgL_IgG,HP1542_IgA,HP1379_IgG,H. Pylori2_IgA,HP1029_IgA,HP0485_IgG,HP0898_IgA,HP1233_IgG,HP1065_IgA,amiF_IgG,HP0184_IgG,H. Pylori11_IgG,Streptococcus_gallolyticus29_IgA,tig_IgG,HP1455_IgA,fliS_IgA,HP1245_IgG,TRIB1_cGST_IgG,HP0480_IgG,HP0620_IgG
HP1293_IgG,recA_IgG,HP1124_IgG,HP0953_IgG,HP1172_IgG,HP0229_IgA,BFRF3_IgA,Streptococcus_gallolyticus29_IgA,htpG_IgG,HP0496_IgA,HP0334_IgA,flgL_IgG,HP1542_IgA,HP1379_IgG,HP1029_IgA,HP0485_IgG,HP0898_IgA,HP1233_IgG,HP1065_IgA,amiF_IgG,HP0184_IgG,H. Pylori11_IgG,H. Pylori2_IgA,tig_IgG,HP1455_IgA,fliS_IgA,HP1245_IgG,TRIB1_cGST_IgG,HP0480_IgG,HP0620_IgG
HP1293_IgG,recA_IgG,HP1124_IgG,HP0953_IgG,HP0334_IgA,HP0229_IgA,BFRF3_IgA,htpG_IgG,HP0496_IgA,HP1172_IgG,flgL_IgG,HP1542_IgA,HP1379_IgG,H. Pylori2_IgA,HP1029_IgA,HP0485_IgG,HP0898_IgA,HP1233_IgG,HP1065_IgA,amiF_IgG,HP0184_IgG,H. Pylori11_IgG,Streptococcus_gallolyticus29_IgA,tig_IgG,HP1455_IgA,fliS_IgA,HP1245_IgG,TRIB1_cGST_IgG,HP0273_IgA,HP0480_IgG
HP1293_IgG,recA_IgG,HP1124_IgG,HP0953_IgG,BFRF3_IgA,HP0229_IgA,htpG_IgG,HP0496_IgA,HP0334_IgA,HP1172_IgG,flgL_IgG,HP1542_IgA,HP1379_IgG,HP1029_IgA,HP0485_IgG,HP1233_IgG,amiF_IgG,HP0184_IgG,H. Pylori11_IgG,Streptococcus_gallolyticus29_IgA,H. Pylori2_IgA,tig_IgG,fliS_IgA,HP1245_IgG,TRIB1_cGST_IgG,HP0898_IgA,HP0480_IgG,HP0620_IgG,HP0386_IgA,HP1065_IgA
HP1293_IgG,recA_IgG,HP1124_IgG,HP0953_IgG,BFRF3_IgA,HP0334_IgA,HP0229_IgA,htpG_IgG,HP0496_IgA,HP1172_IgG,flgL_IgG,HP1542_IgA,HP1379_IgG,H. Pylori2_IgA,HP1029_IgA,HP0485_IgG,HP0898_IgA,HP1233_IgG,HP1065_IgA,amiF_IgG,HP0184_IgG,H. Pylori11_IgG,Streptococcus_gallolyticus29_IgA,tig_IgG,HP1455_IgA,fliS_IgA,HP1245_IgG,TRIB1_cGST_IgG,HP0273_IgA,HP0480_IgG
HP1293_IgG,recA_IgG,HP1124_IgG,HP0953_IgG,BFRF3_IgA,HP0334_IgA,HP0229_IgA,htpG_IgG,HP0496_IgA,HP1172_IgG,flgL_IgG,HP1542_IgA,HP1379_IgG,H. Pylori2_IgA,HP0485_IgG,HP1065_IgA,amiF_IgG,HP0184_IgG,H. Pylori11_IgG,Streptococcus_gallolyticus29_IgA,HP1029_IgA,tig_IgG,fliS_IgA,HP1245_IgG,TRIB1_cGST_IgG,HP0273_IgA,HP0898_IgA,HP0480_IgG,HP0620_IgG,HP0522_IgG
HP1293_IgG,recA_IgG,HP1124_IgG,HP0953_IgG,BFRF3_IgA,HP0334_IgA,HP0229_IgA,htpG_IgG,HP0496_IgA,HP1172_IgG,flgL_IgG,HP1542_IgA,HP1379_IgG,H. Pylori2_IgA,HP1029_IgA,HP0485_IgG,HP0898_IgA,HP1233_IgG,HP1065_IgA,amiF_IgG,HP0184_IgG,H. Pylori11_IgG,Streptococcus_gallolyticus29_IgA,tig_IgG,HP1455_IgA,HP1245_IgG,TRIB1_cGST_IgG,HP0273_IgA,HP0480_IgG,HP0620_IgG
recA_IgG,HP1293_IgG,HP0229_IgA,HP1124_IgG,HP0953_IgG,HP0334_IgA,BFRF3_IgA,Streptococcus_gallolyticus29_IgA,htpG_IgG,HP0496_IgA,HP1172_IgG,flgL_IgG,HP1542_IgA,HP1379_IgG,H. Pylori2_IgA,HP0485_IgG,HP0898_IgA,HP1233_IgG,HP1065_IgA,amiF_IgG,HP0184_IgG,H. Pylori11_IgG,HP1029_IgA,tig_IgG,HP1455_IgA,fliS_IgA,HP1245_IgG,HP0273_IgA,HP1501_IgA,HP0480_IgG
HP1293_IgG,recA_IgG,HP1124_IgG,HP0953_IgG,HP0334_IgA,HP0229_IgA,BFRF3_IgA,htpG_IgG,HP0496_IgA,HP1172_IgG,flgL_IgG,HP1542_IgA,HP1379_IgG,H. Pylori2_IgA,HP1029_IgA,HP0485_IgG,HP0898_IgA,HP1233_IgG,HP1065_IgA,amiF_IgG,HP0184_IgG,H. Pylori11_IgG,Streptococcus_gallolyticus29_IgA,tig_IgG,HP1455_IgA,fliS_IgA,HP1245_IgG,TRIB1_cGST_IgG,HP0273_IgA,HP0480_IgG
recA_IgG,HP1293_IgG,HP1124_IgG,HP0953_IgG,flgL_IgG,BFRF3_IgA,HP0229_IgA,htpG_IgG,HP0496_IgA,HP0334_IgA,HP1172_IgG,HP1542_IgA,HP1379_IgG,H. Pylori2_IgA,HP1029_IgA,HP0485_IgG,HP0898_IgA,HP1233_IgG,amiF_IgG,HP0184_IgG,H. Pylori11_IgG,Streptococcus_gallolyticus29_IgA,tig_IgG,HP1245_IgG,TRIB1_cGST_IgG,HP0273_IgA,HP0480_IgG,HP0620_IgG,HP0386_IgA,HP1065_IgA
HP1293_IgG,recA_IgG,HP1124_IgG,HP0953_IgG,HP0334_IgA,HP0229_IgA,BFRF3_IgA,htpG_IgG,HP0496_IgA,HP1172_IgG,flgL_IgG,HP1542_IgA,HP1379_IgG,H. Pylori2_IgA,HP1029_IgA,HP0485_IgG,HP0898_IgA,HP1233_IgG,HP1065_IgA,amiF_IgG,HP0184_IgG,H. Pylori11_IgG,Streptococcus_gallolyticus29_IgA,tig_IgG,HP1455_IgA,fliS_IgA,HP1245_IgG,TRIB1_cGST_IgG,HP0273_IgA,HP0480_IgG
HP1293_IgG,recA_IgG,HP1124_IgG,HP0953_IgG,HP1172_IgG,flgL_IgG,HP0334_IgA,HP0229_IgA,BFRF3_IgA,htpG_IgG,HP0496_IgA,HP1542_IgA,HP1379_IgG,H. Pylori2_IgA,HP1029_IgA,HP0485_IgG,HP0898_IgA,HP1233_IgG,HP1065_IgA,amiF_IgG,HP0184_IgG,H. Pylori11_IgG,Streptococcus_gallolyticus29_IgA,tig_IgG,HP1455_IgA,fliS_IgA,TRIB1_cGST_IgG,HP0273_IgA,HP0480_IgG,HP0620_IgG
HP1293_IgG,recA_IgG,HP1124_IgG,HP0953_IgG,HP0334_IgA,HP0229_IgA,BFRF3_IgA,htpG_IgG,HP0496_IgA,HP1172_IgG,flgL_IgG,HP1542_IgA,HP1379_IgG,H. Pylori2_IgA,HP1029_IgA,HP0485_IgG,HP0898_IgA,HP1233_IgG,HP1065_IgA,amiF_IgG,HP0184_IgG,H. Pylori11_IgG,Streptococcus_gallolyticus29_IgA,tig_IgG,HP1455_IgA,fliS_IgA,HP1245_IgG,TRIB1_cGST_IgG,HP0273_IgA,HP0480_IgG
HP1293_IgG,recA_IgG,HP1124_IgG,HP0953_IgG,HP0229_IgA,BFRF3_IgA,Streptococcus_gallolyticus29_IgA,htpG_IgG,HP0334_IgA,HP1172_IgG,flgL_IgG,HP1379_IgG,HP1029_IgA,HP0485_IgG,HP0496_IgA,amiF_IgG,HP0184_IgG,H. Pylori11_IgG,H. Pylori2_IgA,tig_IgG,HP1542_IgA,HP1455_IgA,fliS_IgA,HP1245_IgG,TRIB1_cGST_IgG,HP0273_IgA,HP0898_IgA,HP0970_IgA,HP0480_IgG,HP0620_IgG
HP1293_IgG,recA_IgG,HP1124_IgG,HP0953_IgG,HP0334_IgA,HP0229_IgA,BFRF3_IgA,htpG_IgG,HP0496_IgA,HP1172_IgG,flgL_IgG,HP1542_IgA,HP1379_IgG,H. Pylori2_IgA,HP1029_IgA,HP0485_IgG,HP0898_IgA,HP1233_IgG,HP1065_IgA,amiF_IgG,HP0184_IgG,H. Pylori11_IgG,Streptococcus_gallolyticus29_IgA,tig_IgG,HP1455_IgA,fliS_IgA,HP1245_IgG,TRIB1_cGST_IgG,HP0273_IgA,HP0480_IgG
